,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
b17[29],2.099,1.918,-1.436,5.742,0.07,0.05,743.0,1123.0,1.0
b17[30],2.1,1.919,-1.621,5.565,0.07,0.05,745.0,1144.0,1.0
b17[31],2.106,1.918,-1.444,5.715,0.07,0.05,743.0,1151.0,1.0
b17[32],2.107,1.917,-1.441,5.719,0.07,0.05,745.0,1140.0,1.0
b17[33],2.107,1.917,-1.464,5.683,0.07,0.05,745.0,1183.0,1.0
sigma_b18,1.177,0.887,0.015,2.77,0.023,0.016,1339.0,1559.0,1.0
b18[0],-1.285,6.121,-12.634,9.878,0.253,0.179,585.0,1380.0,1.01
b18[1],-1.377,6.067,-12.971,9.846,0.257,0.182,557.0,1271.0,1.01
b18[2],-1.748,6.123,-12.926,9.767,0.255,0.181,576.0,1228.0,1.01
b18[3],-1.348,6.14,-12.92,10.007,0.254,0.18,585.0,1155.0,1.01
b18[4],-1.44,6.149,-13.343,9.293,0.253,0.179,592.0,1119.0,1.01
b18[5],-1.688,5.927,-12.154,9.761,0.243,0.172,593.0,1333.0,1.01
b18[6],-1.2,6.057,-13.084,9.657,0.252,0.178,577.0,1332.0,1.01
b18[7],-1.385,6.108,-12.67,10.085,0.255,0.18,575.0,1267.0,1.01
b18[8],-1.591,6.051,-13.043,9.533,0.247,0.175,599.0,1305.0,1.01
b18[9],-1.248,6.088,-12.372,10.242,0.253,0.179,576.0,1398.0,1.01
b18[10],-1.063,6.037,-12.517,10.0,0.255,0.18,563.0,1116.0,1.01
b18[11],-1.493,6.044,-12.508,10.017,0.251,0.178,580.0,1321.0,1.01
b18[12],-1.51,6.05,-12.374,10.16,0.25,0.177,586.0,1459.0,1.01
b18[13],-1.459,6.075,-12.899,9.705,0.254,0.18,572.0,1517.0,1.01
b18[14],-1.514,6.142,-13.015,10.094,0.252,0.178,593.0,1172.0,1.01
b18[15],-1.38,6.112,-12.347,10.314,0.253,0.179,587.0,1470.0,1.01
b18[16],-1.696,6.064,-13.391,9.053,0.251,0.178,583.0,1290.0,1.01
b18[17],-1.264,6.022,-12.479,9.961,0.25,0.177,581.0,1427.0,1.01
b18[18],-1.324,6.03,-12.174,10.439,0.247,0.175,594.0,1345.0,1.01
b18[19],-1.47,6.077,-12.784,9.945,0.248,0.176,599.0,1381.0,1.01
b18[20],-1.381,6.136,-12.479,10.193,0.254,0.18,584.0,1431.0,1.01
b18[21],-1.324,6.091,-12.445,10.361,0.256,0.181,567.0,1285.0,1.01
b18[22],-1.448,6.01,-12.52,9.661,0.248,0.175,589.0,1395.0,1.01
b18[23],-1.171,6.066,-12.105,10.43,0.253,0.179,576.0,1216.0,1.01
b18[24],-1.446,6.098,-12.792,9.879,0.252,0.178,584.0,1251.0,1.01
b18[25],-1.747,6.007,-12.864,9.221,0.251,0.177,574.0,1250.0,1.01
b18[26],-1.364,6.074,-13.016,9.683,0.254,0.179,575.0,1290.0,1.01
b18[27],-1.505,6.104,-13.785,9.006,0.257,0.182,562.0,1260.0,1.01
b18[28],-1.506,6.049,-12.305,10.045,0.245,0.173,609.0,1255.0,1.01
b18[29],-1.416,6.059,-12.35,10.269,0.252,0.178,579.0,1299.0,1.01
b18[30],-1.722,6.022,-12.978,9.379,0.252,0.178,570.0,1299.0,1.01
b18[31],-1.231,6.143,-12.642,10.242,0.253,0.179,590.0,1345.0,1.01
b18[32],-1.299,6.116,-12.41,10.179,0.25,0.177,598.0,1279.0,1.01
b18[33],-1.763,5.921,-12.557,9.616,0.25,0.177,563.0,1299.0,1.01
sigma_b19,0.05,0.04,0.0,0.12,0.001,0.001,772.0,1163.0,1.0
b19[0],-3.571,1.796,-6.925,-0.213,0.06,0.042,903.0,1571.0,1.0
b19[1],-3.588,1.795,-6.921,-0.21,0.06,0.042,906.0,1505.0,1.0
b19[2],-3.596,1.794,-6.964,-0.238,0.06,0.042,903.0,1560.0,1.0
b19[3],-3.558,1.796,-6.75,-0.018,0.06,0.042,903.0,1543.0,1.0
b19[4],-3.565,1.793,-6.74,-0.029,0.06,0.042,906.0,1537.0,1.0
b19[5],-3.573,1.794,-6.913,-0.184,0.06,0.042,904.0,1537.0,1.0
b19[6],-3.574,1.794,-6.755,-0.046,0.06,0.042,908.0,1574.0,1.0
b19[7],-3.567,1.795,-6.896,-0.191,0.06,0.042,903.0,1548.0,1.0
b19[8],-3.574,1.793,-6.911,-0.21,0.06,0.042,903.0,1668.0,1.0
b19[9],-3.571,1.793,-6.786,-0.057,0.06,0.042,908.0,1627.0,1.0
b19[10],-3.574,1.795,-6.959,-0.213,0.06,0.042,902.0,1561.0,1.0
b19[11],-3.576,1.795,-6.885,-0.174,0.06,0.042,905.0,1553.0,1.0
b19[12],-3.59,1.793,-6.75,-0.024,0.06,0.042,903.0,1627.0,1.0
b19[13],-3.594,1.791,-6.982,-0.269,0.06,0.042,903.0,1591.0,1.0
b19[14],-3.589,1.796,-6.779,-0.045,0.06,0.042,903.0,1620.0,1.0
b19[15],-3.572,1.793,-6.78,-0.057,0.06,0.042,906.0,1639.0,1.0
b19[16],-3.592,1.794,-6.892,-0.212,0.06,0.042,901.0,1485.0,1.01
b19[17],-3.595,1.794,-6.819,-0.096,0.06,0.042,900.0,1554.0,1.0
b19[18],-3.578,1.795,-6.758,-0.055,0.06,0.042,904.0,1568.0,1.0
b19[19],-3.584,1.794,-6.928,-0.206,0.06,0.042,905.0,1582.0,1.0
b19[20],-3.591,1.794,-6.899,-0.175,0.06,0.042,905.0,1607.0,1.0
b19[21],-3.571,1.793,-6.875,-0.126,0.06,0.042,906.0,1574.0,1.0
b19[22],-3.582,1.794,-6.914,-0.215,0.06,0.042,904.0,1591.0,1.0
b19[23],-3.577,1.795,-6.902,-0.191,0.06,0.042,902.0,1542.0,1.0
b19[24],-3.594,1.794,-6.906,-0.181,0.06,0.042,903.0,1618.0,1.0
b19[25],-3.61,1.792,-6.961,-0.271,0.06,0.042,899.0,1601.0,1.0
b19[26],-3.583,1.792,-6.909,-0.221,0.06,0.042,904.0,1591.0,1.0
b19[27],-3.594,1.796,-6.856,-0.133,0.06,0.042,905.0,1520.0,1.0
b19[28],-3.61,1.793,-6.893,-0.153,0.06,0.042,902.0,1578.0,1.0
b19[29],-3.61,1.794,-6.989,-0.272,0.06,0.042,903.0,1585.0,1.0
b19[30],-3.589,1.793,-6.944,-0.253,0.06,0.042,902.0,1502.0,1.0
b19[31],-3.593,1.795,-6.96,-0.234,0.06,0.042,905.0,1561.0,1.0
b19[32],-3.587,1.794,-6.946,-0.22,0.06,0.042,902.0,1611.0,1.0
b19[33],-3.59,1.793,-6.953,-0.269,0.06,0.042,901.0,1609.0,1.0
sigma_b20,0.135,0.098,0.0,0.31,0.004,0.003,634.0,1183.0,1.0
b20[0],-4.309,1.793,-7.541,-0.841,0.06,0.042,900.0,1545.0,1.0
b20[1],-4.284,1.788,-7.68,-0.997,0.059,0.042,914.0,1508.0,1.01
b20[2],-4.358,1.79,-7.737,-1.021,0.06,0.042,898.0,1534.0,1.0
b20[3],-4.351,1.791,-7.629,-0.948,0.059,0.042,911.0,1484.0,1.0
b20[4],-4.386,1.797,-7.654,-0.916,0.06,0.042,904.0,1402.0,1.0
b20[5],-4.389,1.794,-7.623,-0.963,0.06,0.042,907.0,1414.0,1.0
b20[6],-4.369,1.802,-7.605,-0.854,0.06,0.043,895.0,1510.0,1.01
b20[7],-4.385,1.795,-7.682,-0.981,0.06,0.042,905.0,1488.0,1.0
b20[8],-4.366,1.795,-7.663,-0.978,0.06,0.042,904.0,1505.0,1.0
b20[9],-4.35,1.796,-7.588,-0.905,0.06,0.042,907.0,1553.0,1.0
b20[10],-4.227,1.792,-7.539,-0.875,0.06,0.042,901.0,1538.0,1.0
b20[11],-4.27,1.793,-7.556,-0.925,0.06,0.042,902.0,1471.0,1.0
b20[12],-4.263,1.793,-7.689,-1.011,0.06,0.042,902.0,1544.0,1.01
b20[13],-4.288,1.792,-7.583,-0.904,0.06,0.042,902.0,1429.0,1.0
b20[14],-4.289,1.792,-7.626,-0.958,0.06,0.042,905.0,1501.0,1.01
b20[15],-4.289,1.792,-7.606,-0.956,0.06,0.042,901.0,1570.0,1.0
b20[16],-4.348,1.795,-7.564,-0.834,0.06,0.042,909.0,1560.0,1.0
b20[17],-4.297,1.79,-7.651,-0.955,0.06,0.042,905.0,1525.0,1.0
b20[18],-4.31,1.791,-7.507,-0.82,0.06,0.042,901.0,1478.0,1.0
b20[19],-4.276,1.793,-7.591,-0.924,0.06,0.042,904.0,1493.0,1.0
b20[20],-4.319,1.792,-7.625,-0.954,0.06,0.042,901.0,1557.0,1.0
b20[21],-4.34,1.8,-7.737,-0.991,0.06,0.042,904.0,1406.0,1.0
b20[22],-4.291,1.796,-7.695,-0.992,0.06,0.043,895.0,1400.0,1.01
b20[23],-4.355,1.801,-7.597,-0.886,0.06,0.042,902.0,1448.0,1.0
b20[24],-4.24,1.792,-7.489,-0.843,0.06,0.042,908.0,1447.0,1.01
b20[25],-4.287,1.788,-7.553,-0.925,0.06,0.042,903.0,1492.0,1.01
b20[26],-4.326,1.793,-7.573,-0.826,0.06,0.042,898.0,1489.0,1.0
b20[27],-4.334,1.793,-7.582,-0.939,0.06,0.042,905.0,1526.0,1.01
b20[28],-4.216,1.796,-7.541,-0.877,0.06,0.042,910.0,1554.0,1.01
b20[29],-4.318,1.792,-7.585,-0.942,0.06,0.042,910.0,1532.0,1.0
b20[30],-4.32,1.793,-7.585,-0.847,0.06,0.042,897.0,1495.0,1.01
b20[31],-4.177,1.792,-7.506,-0.769,0.06,0.042,902.0,1525.0,1.01
b20[32],-4.26,1.788,-7.502,-0.843,0.06,0.042,901.0,1548.0,1.0
b20[33],-4.324,1.791,-7.584,-0.897,0.06,0.042,906.0,1481.0,1.0
sigma_b21,0.032,0.025,0.0,0.076,0.001,0.0,1576.0,1544.0,1.0
b21[0],3.686,1.794,0.378,7.076,0.06,0.042,906.0,1603.0,1.0
b21[1],3.684,1.795,0.383,7.091,0.06,0.042,905.0,1532.0,1.0
b21[2],3.675,1.794,0.36,7.065,0.06,0.042,905.0,1570.0,1.0
b21[3],3.688,1.795,0.265,6.965,0.06,0.042,905.0,1571.0,1.0
b21[4],3.684,1.795,0.32,7.013,0.06,0.042,906.0,1571.0,1.0
b21[5],3.681,1.794,0.276,6.977,0.06,0.042,905.0,1594.0,1.0
b21[6],3.681,1.794,0.369,7.065,0.06,0.042,905.0,1588.0,1.0
b21[7],3.685,1.794,0.387,7.099,0.06,0.042,907.0,1591.0,1.0
b21[8],3.682,1.794,0.405,7.102,0.06,0.042,908.0,1581.0,1.0
b21[9],3.682,1.796,0.316,7.019,0.06,0.042,907.0,1604.0,1.0
b21[10],3.693,1.793,0.399,7.086,0.06,0.042,906.0,1590.0,1.0
b21[11],3.687,1.795,0.249,6.949,0.06,0.042,907.0,1590.0,1.0
b21[12],3.683,1.794,0.274,6.959,0.06,0.042,907.0,1570.0,1.0
b21[13],3.679,1.795,0.223,6.938,0.06,0.042,906.0,1604.0,1.0
b21[14],3.681,1.795,0.355,7.07,0.06,0.042,907.0,1584.0,1.0
b21[15],3.69,1.794,0.329,7.01,0.06,0.042,907.0,1551.0,1.0
b21[16],3.677,1.795,0.332,7.035,0.06,0.042,907.0,1575.0,1.0
b21[17],3.68,1.795,0.324,7.021,0.06,0.042,908.0,1544.0,1.0
b21[18],3.682,1.794,0.248,6.941,0.06,0.042,905.0,1570.0,1.0
b21[19],3.685,1.793,0.372,7.05,0.06,0.042,907.0,1589.0,1.0
b21[20],3.678,1.794,0.221,6.936,0.06,0.042,906.0,1638.0,1.0
b21[21],3.686,1.795,0.193,6.912,0.06,0.042,906.0,1571.0,1.0
b21[22],3.685,1.794,0.23,6.936,0.06,0.042,907.0,1552.0,1.0
b21[23],3.681,1.795,0.37,7.074,0.06,0.042,906.0,1564.0,1.0
b21[24],3.683,1.794,0.285,6.981,0.06,0.042,904.0,1597.0,1.0
b21[25],3.672,1.794,0.385,7.078,0.06,0.042,905.0,1563.0,1.0
b21[26],3.681,1.794,0.186,6.889,0.06,0.042,908.0,1583.0,1.0
b21[27],3.677,1.795,0.262,6.968,0.06,0.042,908.0,1591.0,1.0
b21[28],3.678,1.793,0.397,7.108,0.06,0.042,906.0,1590.0,1.0
b21[29],3.67,1.794,0.34,7.051,0.06,0.042,906.0,1597.0,1.0
b21[30],3.678,1.794,0.294,7.014,0.06,0.042,904.0,1551.0,1.0
b21[31],3.688,1.794,0.375,7.088,0.06,0.042,906.0,1559.0,1.0
b21[32],3.683,1.793,0.24,6.947,0.06,0.042,905.0,1561.0,1.0
b21[33],3.679,1.793,0.4,7.105,0.06,0.042,908.0,1577.0,1.0
sigma_b22,0.13,0.087,0.0,0.283,0.004,0.003,455.0,891.0,1.0
b22[0],-0.031,0.248,-0.47,0.446,0.007,0.005,1254.0,1972.0,1.0
b22[1],-0.012,0.244,-0.478,0.434,0.007,0.005,1206.0,1870.0,1.0
b22[2],-0.018,0.244,-0.483,0.429,0.007,0.005,1366.0,2148.0,1.0
b22[3],-0.011,0.244,-0.476,0.434,0.007,0.005,1098.0,1850.0,1.01
b22[4],0.029,0.249,-0.442,0.499,0.007,0.005,1268.0,1935.0,1.0
b22[5],0.019,0.244,-0.439,0.483,0.007,0.005,1310.0,2164.0,1.0
b22[6],-0.012,0.247,-0.472,0.452,0.007,0.005,1310.0,1859.0,1.0
b22[7],-0.015,0.245,-0.49,0.419,0.007,0.005,1370.0,2205.0,1.0
b22[8],-0.034,0.242,-0.473,0.421,0.007,0.005,1191.0,2291.0,1.0
b22[9],-0.013,0.247,-0.491,0.44,0.007,0.005,1191.0,1980.0,1.0
b22[10],0.069,0.261,-0.413,0.558,0.007,0.005,1251.0,2044.0,1.0
b22[11],0.022,0.239,-0.419,0.488,0.006,0.004,1407.0,2189.0,1.0
b22[12],-0.045,0.24,-0.49,0.406,0.007,0.005,1096.0,2099.0,1.0
b22[13],-0.057,0.25,-0.52,0.413,0.008,0.006,933.0,1875.0,1.0
b22[14],-0.054,0.259,-0.535,0.433,0.008,0.005,1121.0,2035.0,1.0
b22[15],0.011,0.24,-0.415,0.495,0.007,0.005,1352.0,2074.0,1.0
b22[16],-0.001,0.243,-0.43,0.47,0.007,0.005,1318.0,2353.0,1.0
b22[17],-0.165,0.287,-0.711,0.37,0.011,0.008,677.0,1664.0,1.0
b22[18],-0.069,0.255,-0.551,0.397,0.008,0.006,1051.0,1936.0,1.0
b22[19],-0.021,0.252,-0.473,0.453,0.007,0.005,1196.0,1939.0,1.0
b22[20],-0.049,0.254,-0.505,0.446,0.008,0.005,1081.0,1992.0,1.0
b22[21],0.015,0.241,-0.444,0.466,0.007,0.005,1339.0,2456.0,1.0
b22[22],0.015,0.251,-0.442,0.499,0.007,0.005,1206.0,2170.0,1.0
b22[23],0.007,0.251,-0.436,0.501,0.007,0.005,1205.0,2075.0,1.0
b22[24],-0.022,0.249,-0.477,0.47,0.007,0.005,1117.0,2077.0,1.0
b22[25],-0.039,0.251,-0.483,0.467,0.007,0.005,1347.0,1835.0,1.0
b22[26],0.024,0.243,-0.405,0.491,0.007,0.005,1361.0,2119.0,1.0
b22[27],-0.081,0.257,-0.59,0.37,0.009,0.006,856.0,2024.0,1.01
b22[28],-0.053,0.247,-0.574,0.363,0.007,0.005,1158.0,2102.0,1.0
b22[29],0.019,0.244,-0.452,0.462,0.007,0.005,1256.0,1761.0,1.0
b22[30],0.07,0.254,-0.399,0.549,0.007,0.005,1191.0,2193.0,1.0
b22[31],0.05,0.257,-0.428,0.519,0.007,0.005,1235.0,2003.0,1.0
b22[32],0.044,0.251,-0.431,0.506,0.007,0.005,1261.0,2080.0,1.0
b22[33],0.077,0.264,-0.43,0.572,0.008,0.005,1182.0,1907.0,1.0
